Node,Type,Average Depth Feet,Maximum Depth Feet,Maximum HGL Feet,Time of Max Occurence days,hr:min, Reported Max Depth Feet
131,JUNCTION,0.00,0.00,31.65,0,00:00,0.00
132,JUNCTION,0.00,0.00,31.36,0,00:00,0.00
133,JUNCTION,0.00,0.00,40.24,0,00:00,0.00
134,JUNCTION,0.00,0.00,44.72,0,00:00,0.00
135,JUNCTION,0.00,0.00,44.62,0,00:00,0.00
136,JUNCTION,0.00,0.00,44.35,0,00:00,0.00
137,JUNCTION,0.00,0.00,34.51,0,00:00,0.00
138,JUNCTION,0.00,0.00,52.23,0,00:00,0.00
139,JUNCTION,0.00,0.00,49.93,0,00:00,0.00
140,JUNCTION,0.00,0.00,45.20,0,00:00,0.00
141,JUNCTION,0.00,0.00,49.13,0,00:00,0.00
142,JUNCTION,0.00,0.00,40.05,0,00:00,0.00
143,JUNCTION,0.00,0.00,39.90,0,00:00,0.00
148,JUNCTION,0.00,0.00,-26.26,0,00:00,0.00
68,OUTFALL,0.00,0.00,6.50,0,00:00,0.00
69,OUTFALL,0.00,0.00,5.00,0,00:00,0.00
93,OUTFALL,0.00,0.00,13.89,0,00:00,0.00
94,OUTFALL,0.00,0.00,10.51,0,00:00,0.00
95,OUTFALL,0.00,0.00,12.70,0,00:00,0.00
96,OUTFALL,0.00,0.00,31.60,0,00:00,0.00
97,OUTFALL,0.00,0.00,17.55,0,00:00,0.00
98,OUTFALL,0.00,0.00,11.00,0,00:00,0.00
99,OUTFALL,0.24,0.70,6.80,7,23:38,0.62
101,OUTFALL,0.00,0.00,11.89,0,00:00,0.00
144,OUTFALL,0.00,0.00,32.22,0,00:00,0.00
145,OUTFALL,0.00,0.00,8.00,0,00:00,0.00
146,OUTFALL,0.00,0.00,39.90,0,00:00,0.00
147,OUTFALL,0.00,0.00,15.00,0,00:00,0.00
